,artist,region,stream,year,Rank
1676,"Rack, Saske",Greece,8468623,2021,7
1677,Pop Smoke,Greece,8110712,2021,8
1678,"Rack, Oge",Greece,7984504,2021,9
1679,Olivia Rodrigo,Greece,7608273,2021,10
1680,Terence Lam,Hong Kong,27812886,2021,1
1681,Dear Jane,Hong Kong,19918002,2021,2
1682,陳卓賢 Ian,Hong Kong,13850011,2021,3
1683,Jer 柳應廷,Hong Kong,11541998,2021,4
1684,Hins Cheung,Hong Kong,11084814,2021,5
1685,Edan 呂爵安,Hong Kong,11011254,2021,6
1686,Justin Bieber,Hong Kong,8896861,2021,7
1687,YOASOBI,Hong Kong,8764941,2021,8
1688,BTS,Hong Kong,8609751,2021,9
1689,Ed Sheeran,Hong Kong,8428877,2021,10
1690,Pop Smoke,Iceland,4799059,2020,1
1691,BRÍET,Iceland,4777754,2020,2
1692,Hafdís Huld,Iceland,3779232,2020,3
1693,The Weeknd,Iceland,3484788,2020,4
1694,Billie Eilish,Iceland,2617795,2020,5
1695,Herra Hnetusmjör,Iceland,2043358,2020,6
1696,Juice WRLD,Iceland,1963879,2020,7
1697,Justin Bieber,Iceland,1677666,2020,8
1698,Harry Styles,Iceland,1573104,2020,9
1699,Ingó Veðurguð,Iceland,1522217,2020,10
1700,Andmesh,Indonesia,117645574,2019,1
1701,Ed Sheeran,Indonesia,97274869,2019,2
1702,Fiersa Besari,Indonesia,96724067,2019,3
1703,Ariana Grande,Indonesia,80362062,2019,4
1704,BLACKPINK,Indonesia,61807487,2019,5
1705,Fourtwnty,Indonesia,61594222,2019,6
1706,Billie Eilish,Indonesia,60713615,2019,7
1707,BTS,Indonesia,59319289,2019,8
1708,"Shawn Mendes, Camila Cabello",Indonesia,52376276,2019,9
1709,Tulus,Indonesia,52118185,2019,10
1710,Ed Sheeran,Ireland,58882772,2017,1
1711,Clean Bandit,Ireland,10885707,2017,2
1712,Picture This,Ireland,10458708,2017,3
1713,Dua Lipa,Ireland,9976910,2017,4
1714,Drake,Ireland,9814310,2017,5
1715,Kendrick Lamar,Ireland,9487252,2017,6
1716,"Calvin Harris, Funk Wav",Ireland,8225520,2017,7
1717,"Luis Fonsi, Daddy Yankee, Justin Bieber",Ireland,8101380,2017,8
1718,Little Mix,Ireland,7716470,2017,9
1719,Niall Horan,Ireland,7459337,2017,10
1720,Eden Hason,Israel,17289927,2019,1
1721,Omer Adam,Israel,11945235,2019,2
1722,Ishay Ribo,Israel,7604236,2019,3
1723,Billie Eilish,Israel,7382679,2019,4
1724,Ariana Grande,Israel,6773184,2019,5
1725,Post Malone,Israel,6461821,2019,6
1726,Ed Sheeran,Israel,6288684,2019,7
1727,Dennis Lloyd,Israel,5406515,2019,8
1728,Itay Levi,Israel,5361230,2019,9
1729,Benaia Barabi,Israel,4414134,2019,10
1730,Ed Sheeran,Italy,100332420,2017,1
1731,Ghali,Italy,95554501,2017,2
1732,"J-AX, Fedez",Italy,62874895,2017,3
1733,Coez,Italy,58975900,2017,4
1734,Sfera Ebbasta,Italy,50491145,2017,5
1735,Imagine Dragons,Italy,43523879,2017,6
1736,Clean Bandit,Italy,40077945,2017,7
1737,Luis Fonsi,Italy,30528209,2017,8
1738,Dark Polo Gang,Italy,27631726,2017,9
1739,"The Chainsmokers, Coldplay",Italy,26044678,2017,10
1740,Sfera Ebbasta,Italy,325552128,2018,1
1741,Capo Plaza,Italy,209329350,2018,2
1742,Salmo,Italy,183047445,2018,3
1743,Gemitaiz,Italy,143236156,2018,4
1744,Ultimo,Italy,114434542,2018,5
1745,Måneskin,Italy,91314288,2018,6
1746,Emis Killa,Italy,89321457,2018,7
1747,Guè Pequeno,Italy,82168060,2018,8
1748,XXXTENTACION,Italy,79081584,2018,9
1749,Dark Polo Gang,Italy,77682675,2018,10
1750,Ed Sheeran,Latvia,1708884,2017,1
1751,Imagine Dragons,Latvia,1108663,2017,2
1752,Kendrick Lamar,Latvia,1048658,2017,3
1753,Clean Bandit,Latvia,526065,2017,4
1754,"Calvin Harris, Funk Wav",Latvia,522190,2017,5
1755,"Post Malone, 21 Savage",Latvia,518123,2017,6
1756,Lil Uzi Vert,Latvia,467855,2017,7
1757,"French Montana, Swae Lee",Latvia,459738,2017,8
1758,"The Chainsmokers, Coldplay",Latvia,456500,2017,9
1759,Future,Latvia,440708,2017,10
1760,Billie Eilish,Latvia,3982981,2019,1
1761,Post Malone,Latvia,2613990,2019,2
1762,Ed Sheeran,Latvia,1725295,2019,3
1763,Ariana Grande,Latvia,1583912,2019,4
1764,Lil Nas X,Latvia,1211144,2019,5
1765,Tima Belorusskih,Latvia,1149787,2019,6
1766,Sam Smith,Latvia,798199,2019,7
1767,Travis Scott,Latvia,785172,2019,8
1768,Juice WRLD,Latvia,713341,2019,9
1769,Tones And I,Latvia,703398,2019,10
1770,The Weeknd,Lithuania,3061199,2020,1
1771,Billie Eilish,Lithuania,2657173,2020,2
1772,OG Version,Lithuania,2525247,2020,3
1773,Dua Lipa,Lithuania,2374345,2020,4
1774,Harry Styles,Lithuania,2323688,2020,5
1775,SAINt JHN,Lithuania,1352452,2020,6
1776,Travis Scott,Lithuania,1218880,2020,7
1777,Justin Bieber,Lithuania,1115442,2020,8
1778,Pop Smoke,Lithuania,1106359,2020,9
1779,Roddy Ricch,Lithuania,1102435,2020,10
1780,Tones And I,Luxembourg,95260,2019,1
1781,Post Malone,Luxembourg,74826,2019,2
1782,Ed Sheeran,Luxembourg,62632,2019,3
1783,Maroon 5,Luxembourg,47247,2019,4
1784,"Shawn Mendes, Camila Cabello",Luxembourg,46837,2019,5
1785,Michael Bublé,Luxembourg,45970,2019,6
1786,Travis Scott,Luxembourg,45101,2019,7
1787,Apache 207,Luxembourg,43833,2019,8
1788,Billie Eilish,Luxembourg,40854,2019,9
1789,Selena Gomez,Luxembourg,40691,2019,10
1790,ElGrandeToto,Morocco,5114648,2020,1
1791,Inkonnu,Morocco,3558413,2020,2
1792,Snor,Morocco,3267714,2020,3
1793,Stormy,Morocco,3133945,2020,4
1794,7ari,Morocco,2593545,2020,5
1795,Saad Lamjarred,Morocco,2205307,2020,6
1796,Travis Scott,Morocco,2199950,2020,7
1797,Zouhair Bahaoui,Morocco,2189698,2020,8
1798,"CKay, ElGrandeToto",Morocco,2165164,2020,9
1799,L7or,Morocco,2003248,2020,10
1800,Snelle,Netherlands,101376209,2019,1
1801,Ed Sheeran,Netherlands,93741864,2019,2
1802,Billie Eilish,Netherlands,88601019,2019,3
1803,Post Malone,Netherlands,82032153,2019,4
1804,Ariana Grande,Netherlands,62152672,2019,5
1805,Davina Michelle,Netherlands,61904258,2019,6
1806,Suzan & Freek,Netherlands,60805978,2019,7
1807,"Kris Kross Amsterdam, Maan, Tabitha",Netherlands,52503609,2019,8
1808,Lil Kleine,Netherlands,48471388,2019,9
1809,Mabel,Netherlands,47962054,2019,10
1810,SIX60,New Zealand,48969149,2020,1
1811,L.A.B.,New Zealand,26552382,2020,2
1812,Pop Smoke,New Zealand,21356667,2020,3
1813,Harry Styles,New Zealand,21223960,2020,4
1814,Lewis Capaldi,New Zealand,20548243,2020,5
1815,Juice WRLD,New Zealand,20168884,2020,6
1816,Billie Eilish,New Zealand,18751408,2020,7
1817,Justin Bieber,New Zealand,17769571,2020,8
1818,Dua Lipa,New Zealand,17428326,2020,9
1819,The Weeknd,New Zealand,15001263,2020,10
1820,Post Malone,Norway,57918034,2018,1
1821,XXXTENTACION,Norway,50981211,2018,2
1822,Drake,Norway,39411477,2018,3
1823,Ed Sheeran,Norway,29936513,2018,4
1824,Eminem,Norway,26723257,2018,5
1825,Ariana Grande,Norway,24453542,2018,6
1826,Clean Bandit,Norway,21850396,2018,7
1827,Avicii,Norway,21039918,2018,8
1828,Imagine Dragons,Norway,19304015,2018,9
1829,Rudimental,Norway,18815078,2018,10
1830,Ozuna,Panama,6129704,2017,1
1831,Ed Sheeran,Panama,3837899,2017,2
1832,Nicky Jam,Panama,3184090,2017,3
1833,Maluma,Panama,2541424,2017,4
1834,Shakira,Panama,2397271,2017,5
1835,Danny Ocean,Panama,2281361,2017,6
1836,Luis Fonsi,Panama,2259789,2017,7
1837,Anuel AA,Panama,2210205,2017,8
1838,Piso 21,Panama,2204287,2017,9
1839,Bad Bunny,Panama,2079322,2017,10
1840,Ozuna,Paraguay,8061948,2018,1
1841,Bad Bunny,Paraguay,7951103,2018,2
1842,Piso 21,Paraguay,6995419,2018,3
1843,Anuel AA,Paraguay,6452638,2018,4
1844,Paulo Londra,Paraguay,5405287,2018,5
1845,Zion & Lennox,Paraguay,4966086,2018,6
1846,Manuel Turizo,Paraguay,4511292,2018,7
1847,Danny Ocean,Paraguay,4383152,2018,8
1848,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Paraguay,3873354,2018,9
1849,Maluma,Paraguay,3765143,2018,10
1850,Bad Bunny,Paraguay,32877888,2021,1
1851,Rauw Alejandro,Paraguay,17993146,2021,2
1852,Sech,Paraguay,13573762,2021,3
1853,"Myke Towers, Juhn",Paraguay,11759971,2021,4
1854,Maluma,Paraguay,11465664,2021,5
1855,"Bad Bunny, Jhay Cortez",Paraguay,10472397,2021,6
1856,Farruko,Paraguay,10338275,2021,7
1857,"Bad Bunny, ROSALÍA",Paraguay,10067495,2021,8
1858,KAROL G,Paraguay,9158922,2021,9
1859,"Los Legendarios, Wisin, Jhay Cortez",Paraguay,8852298,2021,10
1860,Ozuna,Peru,31715034,2017,1
1861,Ed Sheeran,Peru,31448656,2017,2
1862,Maluma,Peru,29908022,2017,3
1863,Nicky Jam,Peru,28023131,2017,4
1864,Danny Ocean,Peru,22733008,2017,5
1865,Los 4,Peru,22491634,2017,6
1866,Piso 21,Peru,21163724,2017,7
1867,Shakira,Peru,20911607,2017,8
1868,CNCO,Peru,19179606,2017,9
1869,Luis Fonsi,Peru,18640235,2017,10
1870,Ed Sheeran,Philippines,196795860,2017,1
1871,Bruno Mars,Philippines,112082581,2017,2
1872,Moira Dela Torre,Philippines,61380273,2017,3
1873,LANY,Philippines,56323962,2017,4
1874,James Arthur,Philippines,52239272,2017,5
1875,Charlie Puth,Philippines,51661226,2017,6
1876,Clean Bandit,Philippines,48378089,2017,7
1877,Sam Smith,Philippines,45292527,2017,8
1878,The Chainsmokers,Philippines,42641411,2017,9
1879,Lauv,Philippines,40184605,2017,10
1880,Olivia Rodrigo,Philippines,230449873,2021,1
1881,Ben&Ben,Philippines,183217169,2021,2
1882,BTS,Philippines,171953213,2021,3
1883,Taylor Swift,Philippines,132770946,2021,4
1884,Justin Bieber,Philippines,121371738,2021,5
1885,Zack Tabudlo,Philippines,100663585,2021,6
1886,Ariana Grande,Philippines,86921560,2021,7
1887,Arthur Nery,Philippines,80272976,2021,8
1888,Doja Cat,Philippines,71990661,2021,9
1889,Ed Sheeran,Philippines,66218265,2021,10
1890,Ed Sheeran,Poland,47513772,2017,1
1891,Taco Hemingway,Poland,29061733,2017,2
1892,Imagine Dragons,Poland,23847355,2017,3
1893,Quebonafide,Poland,12866428,2017,4
1894,Clean Bandit,Poland,11885796,2017,5
1895,Shawn Mendes,Poland,11169299,2017,6
1896,Major Lazer,Poland,9284437,2017,7
1897,Charlie Puth,Poland,9184807,2017,8
1898,Kendrick Lamar,Poland,8234619,2017,9
1899,"Calvin Harris, Funk Wav",Poland,7972492,2017,10
1900,XXXTENTACION,Saudi Arabia,8015325,2020,1
1901,Travis Scott,Saudi Arabia,7574119,2020,2
1902,Aseel Hameem,Saudi Arabia,6619910,2020,3
1903,Billie Eilish,Saudi Arabia,6226472,2020,4
1904,BTS,Saudi Arabia,5799726,2020,5
1905,DJ-MK,Saudi Arabia,5380607,2020,6
1906,Fahed Bin Fasla,Saudi Arabia,4827506,2020,7
1907,Tones And I,Saudi Arabia,3907947,2020,8
1908,Faisal Abdulkareem,Saudi Arabia,3518729,2020,9
1909,Saif Amer,Saudi Arabia,3377178,2020,10
1910,Olivia Rodrigo,Singapore,35081547,2021,1
1911,Justin Bieber,Singapore,25071375,2021,2
1912,Ed Sheeran,Singapore,24828772,2021,3
1913,BTS,Singapore,23061391,2021,4
1914,Eric Chou,Singapore,18653075,2021,5
1915,Taylor Swift,Singapore,16052084,2021,6
1916,Doja Cat,Singapore,15889145,2021,7
1917,The Weeknd,Singapore,14648823,2021,8
1918,The Kid LAROI,Singapore,13075228,2021,9
1919,Ariana Grande,Singapore,13066800,2021,10
1920,Lil Nas X,Slovakia,4978615,2021,1
1921,Olivia Rodrigo,Slovakia,4749277,2021,2
1922,Måneskin,Slovakia,4654402,2021,3
1923,Nerieš,Slovakia,4093055,2021,4
1924,The Weeknd,Slovakia,3970722,2021,5
1925,Justin Bieber,Slovakia,3600213,2021,6
1926,Gleb,Slovakia,3524792,2021,7
1927,Doja Cat,Slovakia,3327618,2021,8
1928,Dua Lipa,Slovakia,3241172,2021,9
1929,Ed Sheeran,Slovakia,3094451,2021,10
1930,BTS,South Korea,21399637,2021,1
1931,IU,South Korea,9515066,2021,2
1932,Justin Bieber,South Korea,7742593,2021,3
1933,aespa,South Korea,4261777,2021,4
1934,Ed Sheeran,South Korea,3193024,2021,5
1935,Olivia Rodrigo,South Korea,3136368,2021,6
1936,Doja Cat,South Korea,3118303,2021,7
1937,BLACKPINK,South Korea,3029414,2021,8
1938,The Weeknd,South Korea,2874585,2021,9
1939,Dua Lipa,South Korea,2793785,2021,10
1940,Ed Sheeran,Switzerland,28471397,2017,1
1941,Imagine Dragons,Switzerland,9288871,2017,2
1942,Clean Bandit,Switzerland,7383034,2017,3
1943,Luis Fonsi,Switzerland,6048366,2017,4
1944,Kendrick Lamar,Switzerland,5113788,2017,5
1945,Shawn Mendes,Switzerland,5036113,2017,6
1946,The Chainsmokers,Switzerland,5034771,2017,7
1947,"French Montana, Swae Lee",Switzerland,4980106,2017,8
1948,DJ Khaled,Switzerland,4965231,2017,9
1949,Major Lazer,Switzerland,4922497,2017,10
1950,Pop Smoke,Switzerland,21132871,2020,1
1951,Apache 207,Switzerland,19268736,2020,2
1952,The Weeknd,Switzerland,16589426,2020,3
1953,Billie Eilish,Switzerland,15201703,2020,4
1954,Lewis Capaldi,Switzerland,14345807,2020,5
1955,Tones And I,Switzerland,14129130,2020,6
1956,Ava Max,Switzerland,12420948,2020,7
1957,DaBaby,Switzerland,10762872,2020,8
1958,Dua Lipa,Switzerland,10214750,2020,9
1959,Travis Scott,Switzerland,10135457,2020,10
1960,Ezhel,Turkey,25466252,2017,1
1961,Ed Sheeran,Turkey,25227671,2017,2
1962,Manuş Baba,Turkey,24671798,2017,3
1963,Sezen Aksu,Turkey,18808382,2017,4
1964,Imagine Dragons,Turkey,18315069,2017,5
1965,Norm Ender,Turkey,16599386,2017,6
1966,Clean Bandit,Turkey,12706109,2017,7
1967,"The Weeknd, Daft Punk",Turkey,11930789,2017,8
1968,Charlie Puth,Turkey,11700992,2017,9
1969,"Deeperise, Jabbar",Turkey,11635364,2017,10
1970,kizaru,Ukraine,5667135,2020,1
1971,Max Korzh,Ukraine,3368646,2020,2
1972,SLAVA MARLOW,Ukraine,2959836,2020,3
1973,Miyagi & Andy Panda,Ukraine,2606200,2020,4
1974,Scriptonite,Ukraine,2439675,2020,5
1975,Big Baby Tape,Ukraine,2350757,2020,6
1976,Boulevard Depo,Ukraine,1802744,2020,7
1977,MORGENSHTERN,Ukraine,1651712,2020,8
1978,Travis Scott,Ukraine,1569604,2020,9
1979,The Weeknd,Ukraine,1422116,2020,10
1980,Olivia Rodrigo,United Kingdom,353943147,2021,1
1981,Ed Sheeran,United Kingdom,198062163,2021,2
1982,Doja Cat,United Kingdom,167468551,2021,3
1983,Adele,United Kingdom,149845008,2021,4
1984,Drake,United Kingdom,148988406,2021,5
1985,Lil Nas X,United Kingdom,135412798,2021,6
1986,Dave,United Kingdom,128833421,2021,7
1987,The Weeknd,United Kingdom,124548548,2021,8
1988,The Kid LAROI,United Kingdom,118257659,2021,9
1989,Justin Bieber,United Kingdom,114829033,2021,10
1990,Ozuna,Uruguay,6905947,2017,1
1991,Ed Sheeran,Uruguay,5655860,2017,2
1992,Maluma,Uruguay,4758150,2017,3
1993,Nicky Jam,Uruguay,4501132,2017,4
1994,Rombai,Uruguay,4209184,2017,5
1995,Piso 21,Uruguay,3650602,2017,6
1996,Dame 5,Uruguay,3642998,2017,7
1997,Shakira,Uruguay,3583798,2017,8
1998,Luis Fonsi,Uruguay,3546514,2017,9
1999,Danny Ocean,Uruguay,3057810,2017,10
2000,BTS,Vietnam,36269867,2020,1
2001,BLACKPINK,Vietnam,17806809,2020,2
2002,Chillies,Vietnam,17736512,2020,3
2003,Hoang Thuy Linh,Vietnam,13718566,2020,4
2004,RAP VIỆT,Vietnam,10854131,2020,5
2005,Sơn Tùng M-TP,Vietnam,10146444,2020,6
2006,Vũ.,Vietnam,9533424,2020,7
2007,Ariana Grande,Vietnam,9379101,2020,8
2008,Justin Bieber,Vietnam,7659910,2020,9
2009,Taylor Swift,Vietnam,7208607,2020,10
2010,Ed Sheeran,Australia,208559243,2017,1
2011,Kendrick Lamar,Australia,75708556,2017,2
2012,Drake,Australia,51564301,2017,3
2013,Khalid,Australia,47864990,2017,4
2014,"Calvin Harris, Funk Wav",Australia,44340930,2017,5
2015,Clean Bandit,Australia,42324630,2017,6
2016,Imagine Dragons,Australia,42011513,2017,7
2017,DJ Khaled,Australia,41681459,2017,8
2018,Major Lazer,Australia,37062067,2017,9
2019,Post Malone,Australia,36974806,2017,10
2020,Billie Eilish,Australia,219218372,2019,1
2021,Post Malone,Australia,196456393,2019,2
2022,Ed Sheeran,Australia,170060906,2019,3
2023,Ariana Grande,Australia,147200350,2019,4
2024,Khalid,Australia,115533808,2019,5
2025,Tones And I,Australia,96161033,2019,6
2026,Taylor Swift,Australia,61821246,2019,7
2027,Lil Nas X,Australia,61130516,2019,8
2028,Sam Smith,Australia,59912307,2019,9
2029,5 Seconds of Summer,Australia,59587863,2019,10
2030,Piso 21,Bolivia,3154441,2017,1
2031,Ed Sheeran,Bolivia,3008497,2017,2
2032,Maluma,Bolivia,2769386,2017,3
2033,Danny Ocean,Bolivia,2678952,2017,4
2034,Ozuna,Bolivia,2522911,2017,5
2035,Nicky Jam,Bolivia,2496366,2017,6
2036,Luis Fonsi,Bolivia,1999986,2017,7
2037,Shakira,Bolivia,1968910,2017,8
2038,Manuel Turizo,Bolivia,1835956,2017,9
2039,Zion & Lennox,Bolivia,1679981,2017,10
2040,V:RGO,Bulgaria,103940,2018,1
2041,Drake,Bulgaria,90924,2018,2
2042,Travis Scott,Bulgaria,90856,2018,3
2043,Ariana Grande,Bulgaria,86190,2018,4
2044,XXXTENTACION,Bulgaria,64087,2018,5
2045,Eminem,Bulgaria,59419,2018,6
2046,DJ Snake,Bulgaria,40787,2018,7
2047,Post Malone,Bulgaria,40561,2018,8
2048,Queen,Bulgaria,40374,2018,9
2049,Halsey,Bulgaria,39104,2018,10
2050,Ozuna,Colombia,28143543,2018,1
2051,Piso 21,Colombia,25555350,2018,2
2052,Manuel Turizo,Colombia,25548344,2018,3
2053,Bad Bunny,Colombia,20393626,2018,4
2054,Zion & Lennox,Colombia,20214266,2018,5
2055,Maluma,Colombia,19891195,2018,6
2056,J Balvin,Colombia,19563513,2018,7
2057,Danny Ocean,Colombia,19442368,2018,8
2058,Sebastian Yatra,Colombia,15413573,2018,9
2059,"Nicky Jam, J Balvin",Colombia,14857598,2018,10
2060,Ozuna,Costa Rica,16678600,2018,1
2061,Bad Bunny,Costa Rica,8704371,2018,2
2062,Ed Sheeran,Costa Rica,7810547,2018,3
2063,Piso 21,Costa Rica,7709983,2018,4
2064,Drake,Costa Rica,6498485,2018,5
2065,Manuel Turizo,Costa Rica,6271725,2018,6
2066,Danny Ocean,Costa Rica,6048325,2018,7
2067,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Costa Rica,5385984,2018,8
2068,Zion & Lennox,Costa Rica,5230005,2018,9
2069,XXXTENTACION,Costa Rica,5189260,2018,10
2070,Bad Bunny,Costa Rica,28685621,2020,1
2071,J Balvin,Costa Rica,21491753,2020,2
2072,Christian Nodal,Costa Rica,16487818,2020,3
2073,Camilo,Costa Rica,11904996,2020,4
2074,Maluma,Costa Rica,10705939,2020,5
2075,"KAROL G, Nicki Minaj",Costa Rica,8020043,2020,6
2076,Rauw Alejandro,Costa Rica,7772871,2020,7
2077,Dua Lipa,Costa Rica,6542483,2020,8
2078,Myke Towers,Costa Rica,6401432,2020,9
2079,KAROL G,Costa Rica,6123725,2020,10
2080,Bad Bunny,Dominican Republic,23240251,2021,1
2081,Rauw Alejandro,Dominican Republic,9715471,2021,2
2082,Sech,Dominican Republic,5498201,2021,3
2083,Myke Towers,Dominican Republic,5171575,2021,4
2084,"Bad Bunny, Jhay Cortez",Dominican Republic,4781522,2021,5
2085,Olivia Rodrigo,Dominican Republic,4454295,2021,6
2086,"Anuel AA, Ozuna",Dominican Republic,4332331,2021,7
2087,Eladio Carrion,Dominican Republic,4217759,2021,8
2088,"Bad Bunny, ROSALÍA",Dominican Republic,4113451,2021,9
2089,Farruko,Dominican Republic,4072018,2021,10
2090,Wegz,Egypt,17346980,2021,1
2091,Marwan Pablo,Egypt,12568943,2021,2
2092,Marwan Moussa,Egypt,8082914,2021,3
2093,Lege-Cy,Egypt,6254727,2021,4
2094,Abyusif,Egypt,4409320,2021,5
2095,Mohamed Hamaki,Egypt,4325115,2021,6
2096,Afroto,Egypt,4035883,2021,7
2097,Shahyn,Egypt,3625974,2021,8
2098,Abo El Anwar,Egypt,3460943,2021,9
2099,Amr Diab,Egypt,3437424,2021,10
2100,Bad Bunny,El Salvador,6247655,2019,1
2101,Paulo Londra,El Salvador,5381681,2019,2
2102,"J Balvin, Bad Bunny",El Salvador,4098676,2019,3
2103,Maluma,El Salvador,3679824,2019,4
2104,"Bad Bunny, Tainy",El Salvador,2812188,2019,5
2105,"Sech, Darell",El Salvador,2555068,2019,6
2106,"Mau y Ricky, Manuel Turizo, Camilo",El Salvador,2520354,2019,7
2107,Manuel Turizo,El Salvador,2385431,2019,8
2108,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",El Salvador,2334882,2019,9
2109,"Daddy Yankee, Snow",El Salvador,2289918,2019,10
2110,Bad Bunny,El Salvador,22775722,2020,1
2111,J Balvin,El Salvador,9495742,2020,2
2112,Maluma,El Salvador,6394997,2020,3
2113,Camilo,El Salvador,5982787,2020,4
2114,Rauw Alejandro,El Salvador,4084225,2020,5
2115,Christian Nodal,El Salvador,3862946,2020,6
2116,"J Balvin, Bad Bunny",El Salvador,3694021,2020,7
2117,KAROL G,El Salvador,3666900,2020,8
2118,Myke Towers,El Salvador,3589077,2020,9
2119,"KAROL G, Nicki Minaj",El Salvador,3529409,2020,10
2120,Bad Bunny,El Salvador,25393495,2021,1
2121,Rauw Alejandro,El Salvador,9577749,2021,2
2122,"Bad Bunny, Jhay Cortez",El Salvador,5718636,2021,3
2123,KAROL G,El Salvador,5504049,2021,4
2124,Maluma,El Salvador,5340949,2021,5
2125,Sech,El Salvador,4927581,2021,6
2126,Christian Nodal,El Salvador,4879898,2021,7
2127,"Myke Towers, Juhn",El Salvador,4557683,2021,8
2128,Olivia Rodrigo,El Salvador,4516281,2021,9
2129,"Los Legendarios, Wisin, Jhay Cortez",El Salvador,4126442,2021,10
2130,Ed Sheeran,Estonia,1840865,2017,1
2131,Imagine Dragons,Estonia,689846,2017,2
2132,Kendrick Lamar,Estonia,604190,2017,3
2133,Clean Bandit,Estonia,479656,2017,4
2134,"Calvin Harris, Funk Wav",Estonia,390104,2017,5
2135,"The Chainsmokers, Coldplay",Estonia,380450,2017,6
2136,The Chainsmokers,Estonia,373587,2017,7
2137,"Luis Fonsi, Daddy Yankee, Justin Bieber",Estonia,346901,2017,8
2138,Kygo,Estonia,342805,2017,9
2139,"ZAYN, Taylor Swift",Estonia,339345,2017,10
2140,Damso,France,201889083,2018,1
2141,Ninho,France,134976456,2018,2
2142,Aya Nakamura,France,96838837,2018,3
2143,Dadju,France,80023016,2018,4
2144,Koba LaD,France,79629396,2018,5
2145,XXXTENTACION,France,79328013,2018,6
2146,Vald,France,72106269,2018,7
2147,RK,France,68883880,2018,8
2148,Orelsan,France,67483184,2018,9
2149,Niska,France,64848069,2018,10
2150,Ninho,France,358363796,2019,1
2151,PNL,France,294433424,2019,2
2152,Nekfeu,France,142490262,2019,3
2153,Niska,France,127850043,2019,4
2154,Aya Nakamura,France,111346474,2019,5
2155,PLK,France,107119463,2019,6
2156,Angèle,France,105956878,2019,7
2157,Zola,France,101643550,2019,8
2158,Jul,France,98638161,2019,9
2159,Koba LaD,France,87617656,2019,10
2160,TOQUEL,Greece,10031213,2019,1
2161,Billie Eilish,Greece,8094444,2019,2
2162,Light,Greece,7606698,2019,3
2163,Ariana Grande,Greece,7288994,2019,4
2164,Sin Boy,Greece,6970037,2019,5
2165,Post Malone,Greece,5382551,2019,6
2166,Fy,Greece,5108892,2019,7
2167,"Mente Fuerte, Hawk, Baghdad",Greece,5033329,2019,8
2168,Saske,Greece,4347231,2019,9
2169,SNIK,Greece,4164017,2019,10
2170,Bad Bunny,Guatemala,43494461,2021,1
2171,Christian Nodal,Guatemala,23151838,2021,2
2172,Rauw Alejandro,Guatemala,16537094,2021,3
2173,KAROL G,Guatemala,11837805,2021,4
2174,Maluma,Guatemala,11791914,2021,5
2175,"Bad Bunny, Jhay Cortez",Guatemala,10796559,2021,6
2176,Sech,Guatemala,9229342,2021,7
2177,Farruko,Guatemala,8970343,2021,8
2178,"Myke Towers, Juhn",Guatemala,8447917,2021,9
2179,"Bad Bunny, ROSALÍA",Guatemala,8097634,2021,10
2180,Bad Bunny,Honduras,7433989,2019,1
2181,"J Balvin, Bad Bunny",Honduras,4593101,2019,2
2182,Paulo Londra,Honduras,3561624,2019,3
2183,"Bad Bunny, Tainy",Honduras,2587708,2019,4
2184,Maluma,Honduras,2471371,2019,5
2185,"Sech, Darell",Honduras,2175907,2019,6
2186,"Lunay, Daddy Yankee, Bad Bunny",Honduras,2110218,2019,7
2187,"Jhay Cortez, J Balvin, Bad Bunny",Honduras,1975696,2019,8
2188,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Honduras,1967049,2019,9
2189,"Pedro Capó, Farruko",Honduras,1892500,2019,10
2190,Ed Sheeran,Hong Kong,7941244,2018,1
2191,Hins Cheung,Hong Kong,6191643,2018,2
2192,Jay Chou,Hong Kong,5936294,2018,3
2193,Ariana Grande,Hong Kong,5623078,2018,4
2194,Charlie Puth,Hong Kong,5490268,2018,5
2195,JJ Lin,Hong Kong,5355643,2018,6
2196,Eason Chan,Hong Kong,5044299,2018,7
2197,Camila Cabello,Hong Kong,5026744,2018,8
2198,Drake,Hong Kong,4678376,2018,9
2199,Post Malone,Hong Kong,4492715,2018,10
2200,Ed Sheeran,Hungary,8018808,2017,1
2201,Imagine Dragons,Hungary,5120180,2017,2
2202,Clean Bandit,Hungary,3048555,2017,3
2203,Kygo,Hungary,2069982,2017,4
2204,Charlie Puth,Hungary,1965787,2017,5
2205,Linkin Park,Hungary,1948582,2017,6
2206,Shawn Mendes,Hungary,1941839,2017,7
2207,The Chainsmokers,Hungary,1911615,2017,8
2208,Major Lazer,Hungary,1848672,2017,9
2209,"Calvin Harris, Funk Wav",Hungary,1762799,2017,10
2210,"JóiPé, Króli",Iceland,7896755,2018,1
2211,Drake,Iceland,3564237,2018,2
2212,XXXTENTACION,Iceland,3476365,2018,3
2213,Post Malone,Iceland,3302989,2018,4
