,artist,region,n,date,Rank
28095,Ed Sheeran,Guatemala,5,2018-01,6
28096,Shakira,Guatemala,4,2018-01,7
28097,Ricardo Arjona,Guatemala,4,2018-01,8
28098,Maluma,Guatemala,4,2018-01,9
28099,Nicky Jam,Guatemala,3,2018-01,10
28100,Bad Bunny,Guatemala,15,2018-12,1
28101,Michael Bublé,Guatemala,7,2018-12,2
28102,Luis Miguel,Guatemala,7,2018-12,3
28103,Wisin & Yandel,Guatemala,6,2018-12,4
28104,Queen,Guatemala,6,2018-12,5
28105,Banda MS de Sergio Lizárraga,Guatemala,5,2018-12,6
28106,Maluma,Guatemala,5,2018-12,7
28107,Ozuna,Guatemala,5,2018-12,8
28108,Edwin Luna y La Trakalosa de Monterrey,Guatemala,5,2018-12,9
28109,Piso 21,Guatemala,4,2018-12,10
28110,Danny Ocean,Guatemala,14,2019-03,1
28111,Banda MS de Sergio Lizárraga,Guatemala,10,2019-03,2
28112,Bad Bunny,Guatemala,8,2019-03,3
28113,Billie Eilish,Guatemala,8,2019-03,4
28114,Ozuna,Guatemala,6,2019-03,5
28115,Queen,Guatemala,5,2019-03,6
28116,Luis Miguel,Guatemala,4,2019-03,7
28117,Paulo Londra,Guatemala,4,2019-03,8
28118,Manuel Turizo,Guatemala,4,2019-03,9
28119,Reik,Guatemala,4,2019-03,10
28120,Ed Sheeran,Guatemala,10,2019-07,1
28121,Paulo Londra,Guatemala,8,2019-07,2
28122,Bad Bunny,Guatemala,7,2019-07,3
28123,"J Balvin, Bad Bunny",Guatemala,6,2019-07,4
28124,Danny Ocean,Guatemala,4,2019-07,5
28125,Sam Smith,Guatemala,4,2019-07,6
28126,Banda MS de Sergio Lizárraga,Guatemala,4,2019-07,7
28127,Christian Nodal,Guatemala,4,2019-07,8
28128,Manuel Turizo,Guatemala,4,2019-07,9
28129,Lil Nas X,Guatemala,3,2019-07,10
28130,Ed Sheeran,Honduras,6,2017-12,1
28131,Bad Bunny,Honduras,6,2017-12,2
28132,Ozuna,Honduras,5,2017-12,3
28133,Banda MS de Sergio Lizárraga,Honduras,5,2017-12,4
28134,Maluma,Honduras,3,2017-12,5
28135,Manuel Turizo,Honduras,3,2017-12,6
28136,Los Ángeles Azules,Honduras,3,2017-12,7
28137,Piso 21,Honduras,3,2017-12,8
28138,Imagine Dragons,Honduras,2,2017-12,9
28139,Shakira,Honduras,2,2017-12,10
28140,Ozuna,Honduras,5,2018-09,1
28141,Banda MS de Sergio Lizárraga,Honduras,4,2018-09,2
28142,Zion & Lennox,Honduras,3,2018-09,3
28143,Eminem,Honduras,3,2018-09,4
28144,Bad Bunny,Honduras,3,2018-09,5
28145,Manuel Turizo,Honduras,3,2018-09,6
28146,XXXTENTACION,Honduras,3,2018-09,7
28147,Luis Miguel,Honduras,3,2018-09,8
28148,Ariana Grande,Honduras,3,2018-09,9
28149,Drake,Honduras,3,2018-09,10
28150,Imagine Dragons,Hong Kong,11,2017-06,1
28151,Ed Sheeran,Hong Kong,10,2017-06,2
28152,Taylor Swift,Hong Kong,7,2017-06,3
28153,Lorde,Hong Kong,6,2017-06,4
28154,"Calvin Harris, Funk Wav",Hong Kong,6,2017-06,5
28155,Dear Jane,Hong Kong,6,2017-06,6
28156,G-DRAGON,Hong Kong,5,2017-06,7
28157,Supper Moment,Hong Kong,5,2017-06,8
28158,BLACKPINK,Hong Kong,5,2017-06,9
28159,Bruno Mars,Hong Kong,5,2017-06,10
28160,Lady Gaga,Hong Kong,10,2018-10,1
28161,Eason Chan,Hong Kong,7,2018-10,2
28162,Hins Cheung,Hong Kong,7,2018-10,3
28163,JJ Lin,Hong Kong,6,2018-10,4
28164,Ed Sheeran,Hong Kong,6,2018-10,5
28165,Jay Chou,Hong Kong,5,2018-10,6
28166,RM,Hong Kong,5,2018-10,7
28167,Khalid,Hong Kong,5,2018-10,8
28168,"Lady Gaga, Bradley Cooper",Hong Kong,5,2018-10,9
28169,Charlie Puth,Hong Kong,4,2018-10,10
28170,Leslie Cheung,Hong Kong,31,2020-04,1
28171,Dear Jane,Hong Kong,6,2020-04,2
28172,Dua Lipa,Hong Kong,6,2020-04,3
28173,Eason Chan,Hong Kong,6,2020-04,4
28174,Ed Sheeran,Hong Kong,5,2020-04,5
28175,BTS,Hong Kong,5,2020-04,6
28176,Billie Eilish,Hong Kong,5,2020-04,7
28177,Kay Tse,Hong Kong,4,2020-04,8
28178,JJ Lin,Hong Kong,4,2020-04,9
28179,Jay Chou,Hong Kong,4,2020-04,10
28180,Ariana Grande,Hong Kong,17,2020-11,1
28181,BLACKPINK,Hong Kong,12,2020-11,2
28182,BTS,Hong Kong,10,2020-11,3
28183,Hins Cheung,Hong Kong,10,2020-11,4
28184,Eason Chan,Hong Kong,9,2020-11,5
28185,Dear Jane,Hong Kong,7,2020-11,6
28186,Ed Sheeran,Hong Kong,5,2020-11,7
28187,Eric Chou,Hong Kong,4,2020-11,8
28188,Terence Lam,Hong Kong,4,2020-11,9
28189,Justin Bieber,Hong Kong,4,2020-11,10
28190,Leslie Cheung,Hong Kong,36,2021-04,1
28191,RubberBand,Hong Kong,11,2021-04,2
28192,Terence Lam,Hong Kong,10,2021-04,3
28193,Taylor Swift,Hong Kong,10,2021-04,4
28194,YOASOBI,Hong Kong,7,2021-04,5
28195,Justin Bieber,Hong Kong,7,2021-04,6
28196,Serrini,Hong Kong,7,2021-04,7
28197,Ronald Cheng,Hong Kong,7,2021-04,8
28198,Dear Jane,Hong Kong,6,2021-04,9
28199,Hins Cheung,Hong Kong,6,2021-04,10
28200,Macklemore,Hungary,11,2017-09,1
28201,Foo Fighters,Hungary,9,2017-09,2
28202,Ed Sheeran,Hungary,6,2017-09,3
28203,BTS,Hungary,6,2017-09,4
28204,Linkin Park,Hungary,6,2017-09,5
28205,Tirpa,Hungary,5,2017-09,6
28206,Leander Kills,Hungary,5,2017-09,7
28207,Imagine Dragons,Hungary,5,2017-09,8
28208,Major Lazer,Hungary,4,2017-09,9
28209,Red Hot Chili Peppers,Hungary,4,2017-09,10
28210,Drake,Hungary,20,2018-07,1
28211,XXXTENTACION,Hungary,11,2018-07,2
28212,Imagine Dragons,Hungary,6,2018-07,3
28213,Shawn Mendes,Hungary,5,2018-07,4
28214,Punnany Massif,Hungary,5,2018-07,5
28215,Avicii,Hungary,4,2018-07,6
28216,Clean Bandit,Hungary,4,2018-07,7
28217,Ed Sheeran,Hungary,4,2018-07,8
28218,Twenty One Pilots,Hungary,4,2018-07,9
28219,Years & Years,Hungary,4,2018-07,10
28220,Ariana Grande,Hungary,17,2019-02,1
28221,Billie Eilish,Hungary,9,2019-02,2
28222,Queen,Hungary,8,2019-02,3
28223,Lil Pump,Hungary,8,2019-02,4
28224,Imagine Dragons,Hungary,6,2019-02,5
28225,Krúbi,Hungary,5,2019-02,6
28226,Follow The Flow,Hungary,5,2019-02,7
28227,Post Malone,Hungary,4,2019-02,8
28228,Offset,Hungary,4,2019-02,9
28229,Shawn Mendes,Hungary,4,2019-02,10
28230,Azahriah,Hungary,15,2021-06,1
28231,"Tyler, The Creator",Hungary,11,2021-06,2
28232,Olivia Rodrigo,Hungary,10,2021-06,3
28233,Migos,Hungary,9,2021-06,4
28234,Dua Lipa,Hungary,7,2021-06,5
28235,Måneskin,Hungary,6,2021-06,6
28236,Ava Max,Hungary,6,2021-06,7
28237,Doja Cat,Hungary,5,2021-06,8
28238,Follow The Flow,Hungary,5,2021-06,9
28239,Halott Pénz,Hungary,5,2021-06,10
28240,Billie Eilish,Hungary,17,2021-07,1
28241,Azahriah,Hungary,15,2021-07,2
28242,Pop Smoke,Hungary,14,2021-07,3
28243,Dzsúdló,Hungary,9,2021-07,4
28244,Olivia Rodrigo,Hungary,8,2021-07,5
28245,Dua Lipa,Hungary,7,2021-07,6
28246,Follow The Flow,Hungary,6,2021-07,7
28247,Måneskin,Hungary,5,2021-07,8
28248,Carson Coma,Hungary,4,2021-07,9
28249,Doja Cat,Hungary,4,2021-07,10
28250,Lil Uzi Vert,Iceland,34,2020-03,1
28251,The Weeknd,Iceland,16,2020-03,2
28252,Hafdís Huld,Iceland,9,2020-03,3
28253,Billie Eilish,Iceland,8,2020-03,4
28254,Don Toliver,Iceland,8,2020-03,5
28255,Dua Lipa,Iceland,5,2020-03,6
28256,Bubbi Morthens,Iceland,5,2020-03,7
28257,GDRN,Iceland,5,2020-03,8
28258,Herra Hnetusmjör,Iceland,4,2020-03,9
28259,Daði Freyr,Iceland,4,2020-03,10
28260,Shawn Mendes,India,7,2019-06,1
28261,Avicii,India,6,2019-06,2
28262,BTS,India,5,2019-06,3
28263,Post Malone,India,4,2019-06,4
28264,Billie Eilish,India,4,2019-06,5
28265,Taylor Swift,India,4,2019-06,6
28266,XXXTENTACION,India,3,2019-06,7
28267,Darshan Raval,India,3,2019-06,8
28268,Badshah,India,3,2019-06,9
28269,Martin Garrix,India,3,2019-06,10
28270,BLACKPINK,India,9,2020-10,1
28271,Ariana Grande,India,7,2020-10,2
28272,Arijit Singh,India,7,2020-10,3
28273,BTS,India,6,2020-10,4
28274,Justin Bieber,India,5,2020-10,5
28275,Darshan Raval,India,4,2020-10,6
28276,Diljit Dosanjh,India,4,2020-10,7
28277,"Pritam, Arijit Singh",India,4,2020-10,8
28278,Ed Sheeran,India,4,2020-10,9
28279,Ritviz,India,4,2020-10,10
28280,BTS,India,12,2020-11,1
28281,"Pritam, Arijit Singh",India,8,2020-11,2
28282,Arijit Singh,India,6,2020-11,3
28283,Justin Bieber,India,5,2020-11,4
28284,Ariana Grande,India,4,2020-11,5
28285,"G. V. Prakash, Dhee",India,4,2020-11,6
28286,BLACKPINK,India,4,2020-11,7
28287,Diljit Dosanjh,India,4,2020-11,8
28288,Ritviz,India,3,2020-11,9
28289,Shawn Mendes,India,3,2020-11,10
28290,Justin Bieber,India,11,2021-03,1
28291,"Pritam, Arijit Singh",India,6,2021-03,2
28292,KR$NA,India,5,2021-03,3
28293,Arijit Singh,India,5,2021-03,4
28294,Taylor Swift,India,4,2021-03,5
28295,Darshan Raval,India,3,2021-03,6
28296,BTS,India,3,2021-03,7
28297,Ariana Grande,India,3,2021-03,8
28298,Karan Aujla,India,3,2021-03,9
28299,Maroon 5,India,2,2021-03,10
28300,BTS,India,16,2021-05,1
28301,Olivia Rodrigo,India,9,2021-05,2
28302,Sidhu Moose Wala,India,7,2021-05,3
28303,"Pritam, Arijit Singh",India,5,2021-05,4
28304,Arijit Singh,India,5,2021-05,5
28305,J. Cole,India,5,2021-05,6
28306,Justin Bieber,India,4,2021-05,7
28307,Ariana Grande,India,3,2021-05,8
28308,Darshan Raval,India,3,2021-05,9
28309,The Weeknd,India,3,2021-05,10
28310,Diljit Dosanjh,India,8,2021-08,1
28311,BTS,India,8,2021-08,2
28312,Sidhu Moose Wala,India,8,2021-08,3
28313,Kanye West,India,7,2021-08,4
28314,Arijit Singh,India,7,2021-08,5
28315,"Pritam, Arijit Singh",India,6,2021-08,6
28316,Olivia Rodrigo,India,5,2021-08,7
28317,Ed Sheeran,India,4,2021-08,8
28318,Harnoor,India,4,2021-08,9
28319,The Weeknd,India,3,2021-08,10
28320,Drake,India,10,2021-09,1
28321,Karan Aujla,India,10,2021-09,2
28322,Arijit Singh,India,7,2021-09,3
28323,BTS,India,7,2021-09,4
28324,"Pritam, Arijit Singh",India,6,2021-09,5
28325,Diljit Dosanjh,India,5,2021-09,6
28326,"Amrinder Gill, Dr Zeus",India,5,2021-09,7
28327,Sidhu Moose Wala,India,4,2021-09,8
28328,Ed Sheeran,India,4,2021-09,9
28329,Doja Cat,India,4,2021-09,10
28330,Ed Sheeran,Indonesia,10,2017-05,1
28331,BTS,Indonesia,10,2017-05,2
28332,Harry Styles,Indonesia,7,2017-05,3
28333,Tulus,Indonesia,6,2017-05,4
28334,Sheila On 7,Indonesia,6,2017-05,5
28335,Raisa,Indonesia,6,2017-05,6
28336,The Chainsmokers,Indonesia,5,2017-05,7
28337,Bruno Mars,Indonesia,5,2017-05,8
28338,Linkin Park,Indonesia,4,2017-05,9
28339,Coldplay,Indonesia,4,2017-05,10
28340,BTS,Indonesia,18,2018-05,1
28341,Arctic Monkeys,Indonesia,11,2018-05,2
28342,Shawn Mendes,Indonesia,9,2018-05,3
28343,Charlie Puth,Indonesia,8,2018-05,4
28344,Ed Sheeran,Indonesia,7,2018-05,5
28345,Fourtwnty,Indonesia,7,2018-05,6
28346,Sheila On 7,Indonesia,6,2018-05,7
28347,Post Malone,Indonesia,6,2018-05,8
28348,Tulus,Indonesia,6,2018-05,9
28349,Bruno Mars,Indonesia,5,2018-05,10
28350,Tulus,Indonesia,7,2019-09,1
28351,Sheila On 7,Indonesia,6,2019-09,2
28352,Fourtwnty,Indonesia,5,2019-09,3
28353,Glenn Fredly,Indonesia,5,2019-09,4
28354,Billie Eilish,Indonesia,5,2019-09,5
28355,Ed Sheeran,Indonesia,5,2019-09,6
28356,Fiersa Besari,Indonesia,4,2019-09,7
28357,Taylor Swift,Indonesia,4,2019-09,8
28358,TheOvertunes,Indonesia,4,2019-09,9
28359,Post Malone,Indonesia,4,2019-09,10
28360,Pamungkas,Indonesia,18,2020-06,1
28361,Nadin Amizah,Indonesia,10,2020-06,2
28362,BTS,Indonesia,7,2020-06,3
28363,Glenn Fredly,Indonesia,6,2020-06,4
28364,BLACKPINK,Indonesia,5,2020-06,5
28365,Andmesh,Indonesia,5,2020-06,6
28366,Tulus,Indonesia,5,2020-06,7
28367,Hindia,Indonesia,4,2020-06,8
28368,Fiersa Besari,Indonesia,4,2020-06,9
28369,Doja Cat,Indonesia,4,2020-06,10
28370,NCT 127,Indonesia,11,2021-09,1
28371,Olivia Rodrigo,Indonesia,8,2021-09,2
28372,Pamungkas,Indonesia,6,2021-09,3
28373,Tulus,Indonesia,6,2021-09,4
28374,BTS,Indonesia,6,2021-09,5
28375,Andmesh,Indonesia,5,2021-09,6
28376,The Weeknd,Indonesia,4,2021-09,7
28377,Fiersa Besari,Indonesia,4,2021-09,8
28378,Rizky Febian,Indonesia,4,2021-09,9
28379,Lil Nas X,Indonesia,3,2021-09,10
28380,Post Malone,Ireland,23,2019-08,1
28381,Taylor Swift,Ireland,18,2019-08,2
28382,Ed Sheeran,Ireland,12,2019-08,3
28383,Lana Del Rey,Ireland,11,2019-08,4
28384,Billie Eilish,Ireland,11,2019-08,5
28385,Drake,Ireland,10,2019-08,6
28386,BROCKHAMPTON,Ireland,9,2019-08,7
28387,Lewis Capaldi,Ireland,8,2019-08,8
28388,TOOL,Ireland,6,2019-08,9
28389,Foo Fighters,Ireland,6,2019-08,10
28390,One Direction,Ireland,42,2020-07,1
28391,Juice WRLD,Ireland,23,2020-07,2
28392,Pop Smoke,Ireland,19,2020-07,3
28393,Taylor Swift,Ireland,17,2020-07,4
28394,Fontaines D.C.,Ireland,11,2020-07,5
28395,Dermot Kennedy,Ireland,6,2020-07,6
28396,Billie Eilish,Ireland,6,2020-07,7
28397,Lewis Capaldi,Ireland,5,2020-07,8
28398,Harry Styles,Ireland,4,2020-07,9
28399,Pence,Ireland,4,2020-07,10
28400,Ishay Ribo,Israel,14,2019-10,1
28401,Eden Hason,Israel,12,2019-10,2
28402,Post Malone,Israel,9,2019-10,3
28403,Omer Adam,Israel,7,2019-10,4
28404,Ravid Plotnik,Israel,6,2019-10,5
28405,Itay Levi,Israel,6,2019-10,6
28406,Kanye West,Israel,6,2019-10,7
28407,Idan Amedi,Israel,5,2019-10,8
28408,Idan Raichel,Israel,5,2019-10,9
28409,Billie Eilish,Israel,5,2019-10,10
28410,Ed Sheeran,Italy,21,2017-03,1
28411,Drake,Italy,13,2017-03,2
28412,Sfera Ebbasta,Italy,10,2017-03,3
28413,Bassi Maestro,Italy,5,2017-03,4
28414,Sia,Italy,5,2017-03,5
28415,"J-AX, Fedez",Italy,4,2017-03,6
28416,Zara Larsson,Italy,3,2017-03,7
28417,Clean Bandit,Italy,3,2017-03,8
28418,Major Lazer,Italy,3,2017-03,9
28419,The Chainsmokers,Italy,3,2017-03,10
28420,Travis Scott,Italy,18,2018-08,1
28421,Ariana Grande,Italy,15,2018-08,2
28422,Eminem,Italy,11,2018-08,3
28423,Capo Plaza,Italy,10,2018-08,4
28424,Sfera Ebbasta,Italy,8,2018-08,5
28425,XXXTENTACION,Italy,8,2018-08,6
28426,Ultimo,Italy,6,2018-08,7
28427,Gemitaiz,Italy,6,2018-08,8
28428,Carl Brave,Italy,4,2018-08,9
28429,"DrefGold, Daves The Kid",Italy,4,2018-08,10
28430,Salmo,Italy,19,2018-11,1
28431,Shade,Italy,13,2018-11,2
28432,Måneskin,Italy,13,2018-11,3
28433,Capo Plaza,Italy,13,2018-11,4
28434,JUNIOR CALLY,Italy,12,2018-11,5
28435,Ultimo,Italy,12,2018-11,6
28436,Imagine Dragons,Italy,10,2018-11,7
28437,Gazzelle,Italy,10,2018-11,8
28438,Vegas Jones,Italy,10,2018-11,9
28439,Carl Brave,Italy,9,2018-11,10
28440,Dani Faiv,Italy,18,2020-05,1
28441,DrefGold,Italy,15,2020-05,2
28442,Dark Polo Gang,Italy,11,2020-05,3
28443,Lady Gaga,Italy,11,2020-05,4
28444,Rosa Chemical,Italy,8,2020-05,5
28445,Drake,Italy,8,2020-05,6
28446,tha Supreme,Italy,8,2020-05,7
28447,Ghali,Italy,7,2020-05,8
28448,Ultimo,Italy,6,2020-05,9
28449,Travis Scott,Italy,5,2020-05,10
28450,"Emis Killa, Jake La Furia",Italy,15,2020-09,1
28451,Gigi D'Alessio,Italy,15,2020-09,2
28452,"FSK SATELLITE, Greg Willen",Italy,11,2020-09,3
28453,PSICOLOGI,Italy,7,2020-09,4
28454,Dark Polo Gang,Italy,7,2020-09,5
28455,Ultimo,Italy,7,2020-09,6
28456,Lazza,Italy,7,2020-09,7
28457,Geolier,Italy,7,2020-09,8
28458,Guè Pequeno,Italy,6,2020-09,9
28459,Gazzelle,Italy,5,2020-09,10
28460,Ed Sheeran,Japan,18,2017-04,1
28461,ONE OK ROCK,Japan,17,2017-04,2
28462,Kendrick Lamar,Japan,14,2017-04,3
28463,Bruno Mars,Japan,13,2017-04,4
28464,Coldplay,Japan,12,2017-04,5
28465,The Chainsmokers,Japan,9,2017-04,6
28466,Jamiroquai,Japan,8,2017-04,7
28467,J SOUL BROTHERS III,Japan,6,2017-04,8
28468,Justin Hurwitz,Japan,5,2017-04,9
28469,GReeeeN,Japan,5,2017-04,10
28470,Sakanaction,Japan,11,2018-03,1
28471,ONE OK ROCK,Japan,10,2018-03,2
28472,TWICE,Japan,9,2018-03,3
28473,Shota Shimizu,Japan,9,2018-03,4
28474,Ed Sheeran,Japan,5,2018-03,5
28475,Taylor Swift,Japan,5,2018-03,6
28476,AAA,Japan,5,2018-03,7
28477,Keyakizaka46,Japan,5,2018-03,8
28478,SPITZ,Japan,5,2018-03,9
28479,BTS,Japan,5,2018-03,10
28480,Avicii,Japan,36,2018-04,1
28481,BTS,Japan,17,2018-04,2
28482,Bruno Mars,Japan,16,2018-04,3
28483,TWICE,Japan,13,2018-04,4
28484,ONE OK ROCK,Japan,11,2018-04,5
28485,Ed Sheeran,Japan,9,2018-04,6
28486,Sakanaction,Japan,8,2018-04,7
28487,Taylor Swift,Japan,6,2018-04,8
28488,Shota Shimizu,Japan,5,2018-04,9
28489,AAA,Japan,5,2018-04,10
28490,Queen,Japan,17,2018-12,1
28491,Ariana Grande,Japan,11,2018-12,2
28492,TWICE,Japan,10,2018-12,3
28493,Aimyon,Japan,10,2018-12,4
28494,Hikaru Utada,Japan,9,2018-12,5
28495,ONE OK ROCK,Japan,8,2018-12,6
28496,Shota Shimizu,Japan,7,2018-12,7
28497,Mr.Children,Japan,6,2018-12,8
28498,Clean Bandit,Japan,5,2018-12,9
28499,HY,Japan,5,2018-12,10
28500,Aimyon,Japan,19,2019-05,1
28501,BTS,Japan,9,2019-05,2
28502,King Gnu,Japan,9,2019-05,3
28503,Ed Sheeran,Japan,8,2019-05,4
28504,ONE OK ROCK,Japan,8,2019-05,5
28505,Official HIGE DANdism,Japan,8,2019-05,6
28506,TWICE,Japan,6,2019-05,7
28507,Mrs. GREEN APPLE,Japan,6,2019-05,8
28508,SPITZ,Japan,5,2019-05,9
28509,Mr.Children,Japan,5,2019-05,10
28510,Ed Sheeran,Japan,16,2019-07,1
28511,BUMP OF CHICKEN,Japan,15,2019-07,2
28512,Aimyon,Japan,13,2019-07,3
28513,Official HIGE DANdism,Japan,11,2019-07,4
28514,BTS,Japan,10,2019-07,5
28515,back number,Japan,8,2019-07,6
28516,Mrs. GREEN APPLE,Japan,7,2019-07,7
28517,Taylor Swift,Japan,6,2019-07,8
28518,Sakanaction,Japan,6,2019-07,9
28519,TWICE,Japan,6,2019-07,10
28520,Official HIGE DANdism,Japan,24,2019-10,1
28521,Aimyon,Japan,12,2019-10,2
28522,King Gnu,Japan,11,2019-10,3
28523,Mrs. GREEN APPLE,Japan,10,2019-10,4
28524,SPITZ,Japan,10,2019-10,5
28525,Gen Hoshino,Japan,10,2019-10,6
28526,WANIMA,Japan,8,2019-10,7
28527,ONE OK ROCK,Japan,6,2019-10,8
28528,ZUTOMAYO,Japan,6,2019-10,9
28529,TWICE,Japan,5,2019-10,10
28530,ARASHI,Japan,65,2019-11,1
28531,Official HIGE DANdism,Japan,24,2019-11,2
28532,King Gnu,Japan,15,2019-11,3
28533,Aimyon,Japan,10,2019-11,4
28534,Mrs. GREEN APPLE,Japan,8,2019-11,5
28535,back number,Japan,7,2019-11,6
28536,ONE OK ROCK,Japan,6,2019-11,7
28537,WANIMA,Japan,6,2019-11,8
28538,TWICE,Japan,6,2019-11,9
28539,Gen Hoshino,Japan,6,2019-11,10
28540,BTS,Japan,15,2021-01,1
28541,ARASHI,Japan,13,2021-01,2
28542,YOASOBI,Japan,11,2021-01,3
28543,Official HIGE DANdism,Japan,11,2021-01,4
28544,back number,Japan,8,2021-01,5
28545,TWICE,Japan,7,2021-01,6
28546,HIRAIDAI,Japan,7,2021-01,7
28547,King Gnu,Japan,7,2021-01,8
28548,Vaundy,Japan,7,2021-01,9
28549,ヨルシカ,Japan,7,2021-01,10
28550,Playboi Carti,Latvia,24,2020-12,1
28551,Kid Cudi,Latvia,18,2020-12,2
28552,Taylor Swift,Latvia,16,2020-12,3
28553,Michael Bublé,Latvia,7,2020-12,4
28554,Juice WRLD,Latvia,6,2020-12,5
28555,Ariana Grande,Latvia,6,2020-12,6
28556,Eminem,Latvia,6,2020-12,7
28557,Pop Smoke,Latvia,5,2020-12,8
28558,Frank Sinatra,Latvia,5,2020-12,9
28559,Mariah Carey,Latvia,5,2020-12,10
28560,MORGENSHTERN,Latvia,28,2021-05,1
28561,Måneskin,Latvia,21,2021-05,2
28562,J. Cole,Latvia,13,2021-05,3
28563,Twenty One Pilots,Latvia,11,2021-05,4
28564,Olivia Rodrigo,Latvia,11,2021-05,5
28565,Edavārdi,Latvia,10,2021-05,6
28566,Billie Eilish,Latvia,5,2021-05,7
28567,Lovejoy,Latvia,4,2021-05,8
28568,The Weeknd,Latvia,3,2021-05,9
28569,Dua Lipa,Latvia,3,2021-05,10
28570,Måneskin,Latvia,17,2021-06,1
28571,"Tyler, The Creator",Latvia,16,2021-06,2
28572,Prāta Vētra,Latvia,14,2021-06,3
28573,MORGENSHTERN,Latvia,12,2021-06,4
28574,Labvēlīgais Tips,Latvia,10,2021-06,5
28575,Olivia Rodrigo,Latvia,8,2021-06,6
28576,Eliots,Latvia,6,2021-06,7
28577,Livi,Latvia,6,2021-06,8
28578,Perkons,Latvia,6,2021-06,9
28579,Doja Cat,Latvia,5,2021-06,10
28580,Carnival Youth,Latvia,16,2021-11,1
28581,"Big Baby Tape, kizaru",Latvia,14,2021-11,2
28582,Adele,Latvia,13,2021-11,3
28583,ABBA,Latvia,10,2021-11,4
28584,Katō,Latvia,9,2021-11,5
28585,Prāta Vētra,Latvia,7,2021-11,6
28586,Taylor Swift,Latvia,7,2021-11,7
28587,Doja Cat,Latvia,5,2021-11,8
28588,Būū,Latvia,5,2021-11,9
28589,Michael Bublé,Latvia,4,2021-11,10
28590,Ed Sheeran,Lithuania,16,2017-03,1
28591,Drake,Lithuania,8,2017-03,2
28592,The Chainsmokers,Lithuania,2,2017-03,3
28593,Machine Gun Kelly,Lithuania,2,2017-03,4
28594,"Calvin Harris, Funk Wav",Lithuania,2,2017-03,5
28595,"Drake, Giggs",Lithuania,2,2017-03,6
28596,Kendrick Lamar,Lithuania,2,2017-03,7
28597,Clean Bandit,Lithuania,2,2017-03,8
28598,"The Weeknd, Daft Punk",Lithuania,2,2017-03,9
28599,Future,Lithuania,2,2017-03,10
28600,Post Malone,Lithuania,18,2018-04,1
28601,Avicii,Lithuania,15,2018-04,2
28602,J. Cole,Lithuania,12,2018-04,3
28603,The Weeknd,Lithuania,5,2018-04,4
28604,Shawn Mendes,Lithuania,2,2018-04,5
28605,Dua Lipa,Lithuania,2,2018-04,6
28606,Camila Cabello,Lithuania,2,2018-04,7
28607,Drake,Lithuania,2,2018-04,8
28608,Nicki Minaj,Lithuania,2,2018-04,9
28609,"The Weeknd, Gesaffelstein",Lithuania,2,2018-04,10
28610,Post Malone,Lithuania,13,2018-05,1
28611,Arctic Monkeys,Lithuania,11,2018-05,2
28612,BTS,Lithuania,10,2018-05,3
28613,A$AP Rocky,Lithuania,9,2018-05,4
28614,Shawn Mendes,Lithuania,5,2018-05,5
28615,Avicii,Lithuania,3,2018-05,6
28616,Drake,Lithuania,3,2018-05,7
28617,Ieva Zasimauskaitė,Lithuania,3,2018-05,8
28618,Charlie Puth,Lithuania,2,2018-05,9
28619,Childish Gambino,Lithuania,2,2018-05,10
28620,Ariana Grande,Lithuania,4,2019-01,1
28621,Billie Eilish,Lithuania,4,2019-01,2
28622,Queen,Lithuania,4,2019-01,3
28623,XXXTENTACION,Lithuania,4,2019-01,4
28624,Post Malone,Lithuania,4,2019-01,5
28625,benny blanco,Lithuania,3,2019-01,6
28626,Drake,Lithuania,3,2019-01,7
28627,Future,Lithuania,3,2019-01,8
28628,Dean Lewis,Lithuania,2,2019-01,9
28629,Sam Smith,Lithuania,2,2019-01,10
28630,Playboi Carti,Lithuania,23,2020-12,1
28631,Kid Cudi,Lithuania,11,2020-12,2
28632,Michael Bublé,Lithuania,9,2020-12,3
28633,Taylor Swift,Lithuania,8,2020-12,4
28634,OG Version,Lithuania,7,2020-12,5
28635,Shawn Mendes,Lithuania,5,2020-12,6
28636,Ariana Grande,Lithuania,5,2020-12,7
28637,Frank Sinatra,Lithuania,5,2020-12,8
28638,Eminem,Lithuania,5,2020-12,9
28639,Mariah Carey,Lithuania,5,2020-12,10
28640,Måneskin,Lithuania,31,2021-06,1
28641,"Tyler, The Creator",Lithuania,16,2021-06,2
28642,jautì,Lithuania,9,2021-06,3
28643,Doja Cat,Lithuania,9,2021-06,4
28644,Olivia Rodrigo,Lithuania,9,2021-06,5
28645,Ivan Perkovic,Lithuania,6,2021-06,6
28646,Dua Lipa,Lithuania,4,2021-06,7
28647,J. Cole,Lithuania,4,2021-06,8
28648,The Weeknd,Lithuania,4,2021-06,9
28649,Billie Eilish,Lithuania,4,2021-06,10
28650,Ed Sheeran,Luxembourg,10,2017-03,1
28651,Drake,Luxembourg,3,2017-03,2
28652,Clean Bandit,Luxembourg,2,2017-03,3
28653,Future,Luxembourg,2,2017-03,4
28654,Imagine Dragons,Luxembourg,1,2017-03,5
28655,James Arthur,Luxembourg,1,2017-03,6
28656,Starley,Luxembourg,1,2017-03,7
28657,Luis Fonsi,Luxembourg,1,2017-03,8
28658,"Calvin Harris, Funk Wav",Luxembourg,1,2017-03,9
28659,"ZAYN, Taylor Swift",Luxembourg,1,2017-03,10
