,artist,date,n
2708,Young Thug,2019-05,4
2709,Aya Nakamura,2019-10,4
2710,Stamp,2019-12,4
2711,"Emmsjé Gauti, Króli",2019-11,4
2712,"schafter, Taco Hemingway",2019-11,4
2713,"5MIINUST, nublu",2019-06,4
2714,"Yasin, Dree Low",2020-01,4
2715,DMS,2018-12,4
2716,Arizona Zervas,2020-01,4
2717,Emil Stabil,2019-08,4
2718,Post Malone,2019-11,4
2719,Ava Max,2019-03,4
2720,"Vegedream, Ninho",2019-06,4
2721,Queen,2018-12,4
2722,Marília Mendonça,2019-09,4
2723,Ed Sheeran,2019-08,4
2724,Elastinen,2019-10,4
2725,Post Malone,2019-08,4
2726,Eliad,2019-09,4
2727,Lil Uzi Vert,2020-03,4
2728,Roddy Ricch,2020-04,4
2729,Pil C,2019-11,4
2730,Luísa Sonza,2020-04,4
2731,Hov1,2020-01,4
2732,"Calin, STEIN27",2019-09,4
2733,ALLY,2020-03,4
2734,Quebonafide,2020-02,4
2735,"Marwan Pablo, Molotof Music",2019-10,4
2736,"Dímelo Flow, Arcangel, Sech",2020-01,4
2737,高爾宣 OSN,2019-11,4
2738,Floni,2020-03,4
2739,Crowd Lu,2017-08,4
2740,Tessa,2020-03,4
2741,Kaliffa,2017-08,4
2742,"Ufo361, Ezhel",2019-10,4
2743,Ghali,2020-01,4
2744,"Đen, Phương Anh Đào",2019-10,4
2745,"Mindset, DABOYWAY, Younggu, Diamond",2020-02,4
2746,Stormzy,2019-12,4
2747,Lauv,2020-03,4
2748,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-06,4
2749,Evelina,2020-01,4
2750,"5MIINUST, Villemdrillem",2019-12,4
2751,LOLO,2019-12,4
2752,Shirin David,2020-04,4
2753,Mirrr,2020-03,4
2754,Nik Tendo,2020-04,4
2755,Wet Bed Gang,2020-02,4
2756,Malik Montana,2020-02,4
2757,Ghali,2020-03,4
2758,Ghali,2017-06,4
2759,C. Tangana,2020-04,4
2760,JVG,2017-08,4
2761,Badshah,2020-03,4
2762,"Robin, Nelli Matula",2017-03,4
2763,Lil Uzi Vert,2017-07,4
2764,"Profeetat, Cheek, Elastinen",2017-07,4
2765,Aleyna Tilki,2017-07,4
2766,Lukas Graham,2021-07,4
2767,Ingó Veðurguð,2020-08,4
2768,"Nane, Oscar, Super Ed",2020-07,4
2769,Đen,2020-08,4
2770,Rolf Sanchez,2020-09,4
2771,Hussain Aljassmi,2020-10,4
2772,Big Sean,2020-09,4
2773,E.SO,2020-08,4
2774,Wren Evans,2021-07,4
2775,Maximillian,2020-08,4
2776,Snor,2020-07,4
2777,Moira Dela Torre,2020-11,4
2778,BEHM,2020-07,4
2779,Jonas Esticado,2020-10,4
2780,"Quebonafide, Duit, Daria Zawiałow",2020-08,4
2781,"Da LAB, Miu Lê",2020-11,4
2782,"Luísa Sonza, Pabllo Vittar, Anitta",2021-01,4
2783,"Dadju, Ninho",2020-08,4
2784,william,2020-12,4
2785,Budi Doremi,2020-12,4
2786,"Miriam Bryant, Yasin",2020-12,4
2787,Tilly Birds,2020-09,4
2788,BamBam,2020-12,4
2789,"Mapara A Jazz, Ntosh Gazi, Calona",2020-10,4
2790,"Skusta Clee, Yuridope",2021-01,4
2791,Medi,2020-10,4
2792,"Capital Bra, Clueso, KC Rebell",2020-07,4
2793,Fleetwood Mac,2020-10,4
2794,Boza,2021-01,4
2795,Herra Hnetusmjör,2020-07,4
2796,"Dirty Harry, TOQUEL, Ortiz",2020-10,4
2797,"Francesca Michielin, Fedez",2021-03,4
2798,Galena,2021-07,4
2799,"Lil Tjay, 6LACK",2021-03,4
2800,Gettomasa,2020-11,4
2801,Ink Waruntorn,2021-03,4
2802,"Miriam Bryant, Victor Leksell",2021-03,4
2803,"Robin Zoot, Viktor Sheen",2021-05,4
2804,KIDD,2021-05,4
2805,"De Mthuda, Sir Trill, Da Muziqal Chef",2021-04,4
2806,Booba,2021-02,4
2807,Justin Quiles,2020-10,4
2808,Luciano,2021-03,4
2809,"Bad Bunny, Jhay Cortez",2021-04,4
2810,"Abi, Dani Mocanu",2020-09,4
2811,Sfera Ebbasta,2020-10,4
2812,優里,2021-01,4
2813,SIX60,2021-03,4
2814,Maluma,2021-07,4
2815,BEGE,2020-11,4
2816,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",2021-02,4
2817,Jüri Pootsmann,2021-02,4
2818,Eden Hason,2021-03,4
2819,Taylor Swift,2021-02,4
2820,"Axel Rulay, Verbo Flow",2021-03,4
2821,Nik Tendo,2020-12,4
2822,"Oki, Young Igi, Otsochodzi, OIO",2021-05,4
2823,Asme,2021-05,4
2824,TOQUEL,2021-05,4
2825,TIX,2021-05,4
2826,Marwan Pablo,2021-02,4
2827,AURORA,2021-04,4
2828,IU,2021-03,4
2829,Blind Channel,2021-05,4
2830,Hov1,2021-06,4
2831,aespa,2021-05,4
2832,"Mad Clip, Strat, BeTaf Beats",2021-03,4
2833,Daði Freyr,2021-05,4
2834,"Loredana, Mozzik",2021-05,4
2835,"1Kilo, Knust, Baviera",2017-10,4
2836,A36,2021-05,4
2837,"Ekipa, Jacuś",2021-05,4
2838,Light,2021-05,4
2839,Cheek,2017-09,4
2840,"Tokischa, ROSALÍA",2021-09,4
2841,Rauw Alejandro,2021-09,4
2842,MadMan,2017-11,4
2843,"Samey, Separ",2021-09,4
2844,SANNI,2017-10,4
2845,"Tiago PZK, LIT killah",2021-09,4
2846,"Hava, Dardan",2021-11,4
2847,"Sobel, sanah",2021-10,4
2848,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",2017-09,4
2849,Sam Smith,2017-12,4
2850,Miro Žbirka,2021-11,4
2851,"Pailita, Marcianeke",2021-09,4
2852,Bad Bunny,2017-12,4
2853,Batuflex,2021-10,4
2854,Imagine Dragons,2021-12,4
2855,"DMS, Horkýže Slíže",2021-09,4
2856,"Feby Putri, Fiersa Besari",2021-10,4
2857,Batuflex,2021-09,4
2858,MC's Jhowzinho & Kadinho,2017-12,4
2859,Wegz,2021-08,4
2860,Red Velvet,2021-08,4
2861,Paulina,2021-10,4
2862,Mata,2021-09,4
2863,"ALEE, APU",2021-11,4
2864,"Lost Frequencies, Zonderling",2017-12,4
2865,Anitta,2018-04,3
2866,Ufo361,2018-02,3
2867,Kelly Yu,2018-05,3
2868,Antti Tuisku,2017-01,3
2869,"Killa Fonic, Nane",2020-06,3
2870,A-Mei Chang,2018-02,3
2871,Arttu Lindeman,2017-01,3
2872,MC Kevinho,2017-02,3
2873,Young Wavee,2020-05,3
2874,Zola,2020-05,3
2875,"Maluma, Nego do Borel",2018-02,3
2876,"Selena Gomez, Marshmello",2018-02,3
2877,"Profeetat, Cheek, Elastinen",2017-02,3
2878,"Aitana, Ana Guerra",2018-02,3
2879,"DJ Snake, Justin Bieber",2017-01,3
2880,Ghali,2017-02,3
2881,JVG,2018-02,3
2882,Gulddreng,2017-01,3
2883,"Ufo361, CÉLINE",2020-06,3
2884,ZAYN,2018-06,3
2885,Kelly Yu,2018-03,3
2886,Anitta,2018-03,3
2887,Bich Phuong,2018-05,3
2888,RAF Camora,2018-02,3
2889,"Adi L Hasla, Pihlaja",2018-06,3
2890,Anne-Marie,2018-06,3
2891,"THE SCOTTS, Travis Scott, Kid Cudi",2020-06,3
2892,BTS,2020-06,3
2893,SANNI,2018-06,3
2894,"Villemdrillem, Elina Born",2020-06,3
2895,Boef,2018-03,3
2896,"KESI, Hennedub",2020-05,3
2897,Damso,2018-04,3
2898,Ramz,2018-04,3
2899,"Marion Jola, Rayi Putra",2018-10,3
2900,"MC MM, DJ RD",2018-04,3
2901,"Kevin, Lil Kleine, Chivv",2018-03,3
2902,George Ezra,2018-08,3
2903,Fred De Palma,2018-09,3
2904,Clean Bandit,2018-08,3
2905,Jenni Vartiainen,2018-09,3
2906,Dosseh,2018-07,3
2907,Kodak Black,2018-11,3
2908,G.E.M.,2018-08,3
2909,Skylar Grey,2019-01,3
2910,Jimilian,2018-10,3
2911,ROSALÍA,2018-11,3
2912,Wet Bed Gang,2019-01,3
2913,MellemFingaMuzik,2018-08,3
2914,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",2018-07,3
2915,Aitana,2018-12,3
2916,"Đen, Thành Đồng, Vũ.",2018-12,3
2917,Halsey,2018-11,3
2918,Sheck Wes,2018-11,3
2919,Melina Johnsen,2018-09,3
2920,"Bedoes, Kubi Producent, Taco Hemingway",2018-12,3
2921,Booba,2018-10,3
2922,Birnir,2018-08,3
2923,"MC Kevin o Chris, FP do Trem Bala",2019-02,3
2924,"Reket, Liis Lemsalu, Avoid Dave",2020-05,3
2925,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-05,3
2926,"BigDaddy, Emily",2019-04,3
2927,Coez,2019-02,3
2928,Z.E,2019-04,3
2929,Hov1,2019-04,3
2930,Robin Packalen,2019-02,3
2931,Sam Smith,2019-01,3
2932,YOUNGOHM,2019-04,3
2933,Dark Polo Gang,2018-09,3
2934,Boef,2020-05,3
2935,ROSALÍA,2020-05,3
2936,Lil Kleine,2019-05,3
2937,Ufuk Beydemir,2019-06,3
2938,PNL,2019-06,3
2939,"MEDUZA, Goodboys",2019-04,3
2940,Keko Salata,2018-12,3
2941,ProfJam,2019-02,3
2942,高爾宣 OSN,2019-06,3
2943,"Karel Gott, Charlotte Ella Gottová",2019-10,3
2944,TIX,2019-05,3
2945,DJ ILG,2019-05,3
2946,Saad Lamjarred,2019-11,3
2947,Jorge & Mateus,2019-08,3
2948,Séra Bjössi,2019-08,3
2949,"Vegedream, Ninho",2019-08,3
2950,Red Velvet,2019-06,3
2951,Hans Philip,2019-03,3
2952,"Anıl Piyancı, Zeynep Bastık",2019-07,3
2953,"ClubDub, Ra:tio",2019-05,3
2954,"SNIK, Tamta",2019-10,3
2955,Little Mix,2018-10,3
2956,Sin Boy,2019-07,3
2957,Marília Mendonça,2019-10,3
2958,"Rauw Alejandro, Farruko",2019-12,3
2959,Miss Li,2019-12,3
2960,Feby Putri,2019-10,3
2961,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-03,3
2962,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",2019-09,3
2963,"Piruka, Bluay",2020-02,3
2964,Cyborg,2020-01,3
2965,Coez,2019-03,3
2966,"1.Cuz, Greekazo, Yei Gonzalez",2019-10,3
2967,Josylvio,2019-03,3
2968,Antti Tuisku,2020-02,3
2969,"Marwan Pablo, Molotof Music",2019-11,3
2970,Eden Hason,2019-03,3
2971,"ROSALÍA, J Balvin, El Guincho",2019-03,3
2972,Doja Cat,2020-03,3
2973,"Zuna, Loredana, SRNO",2020-04,3
2974,"RAF Camora, The Cratez",2020-01,3
2975,Light,2020-04,3
2976,Three Man Down,2020-03,3
2977,Quebonafide,2020-04,3
2978,7liwa,2019-11,3
2979,Hov1,2019-03,3
2980,PRO8L3M,2020-03,3
2981,Shindy,2020-04,3
2982,"Suspekt, Tessa",2020-02,3
2983,"DJ Stephan, Ypo, Sophia",2020-04,3
2984,"Greekazo, Dree Low",2020-01,3
2985,"Maes, Booba",2020-01,3
2986,Mariah Carey,2019-11,3
2987,"Fler, Sido",2020-03,3
2988,"Capital Bra, Samra",2020-02,3
2989,"Boef, Soufiane Eddyani",2017-03,3
2990,"Thiaguinho MT, Mila, JS o Mão de Ouro",2020-02,3
2991,J Balvin,2020-02,3
2992,BOWKYLION,2020-02,3
2993,Boza,2020-02,3
2994,ElGrandeToto,2019-12,3
2995,"Branco, Gilli",2020-01,3
2996,"Capital Bra, Loredana",2020-04,3
2997,"J-AX, Fedez",2017-05,3
2998,"Profeetat, Cheek, Elastinen",2017-04,3
2999,Damso,2017-04,3
3000,"Lil Kleine, Ronnie Flex",2017-06,3
3001,YOASOBI,2020-10,3
3002,"A.R. Rahman, Jonita Gandhi, Hriday Gattani",2020-08,3
3003,"Cassper Nyovest, Abidoza, Boohle",2021-07,3
3004,Bianca Ingrosso,2021-07,3
3005,"Juan Caoile, Kyleswish",2020-08,3
3006,Bølgen,2020-07,3
3007,"KitschKrieg, Jamule, SFR",2020-09,3
3008,kizaru,2020-09,3
3009,Medi,2021-01,3
3010,"Massaka, Anıl Piyancı, Yener Çevik, Hidra, Tankurt Manas, Selo, Tekmill, Canbay, Wolker, Diablo 63, Killa Hakan, Tepki, Cashflow, Eypio, Joe Young",2020-07,3
3011,Karen Mok,2020-08,3
3012,Wegz,2020-09,3
3013,Rakhim,2020-08,3
3014,Benjamin Ingrosso,2020-11,3
3015,Wegz,2021-01,3
3016,Sadri,2020-10,3
3017,MIN,2020-12,3
3018,SZA,2021-01,3
3019,Luciano,2020-07,3
3020,"MYA, TINI, Duki",2021-07,3
3021,Matuê,2020-09,3
3022,Dermot Kennedy,2020-12,3
3023,Ezhel,2020-12,3
3024,"Migrantes, Alico",2021-01,3
3025,Os Barões Da Pisadinha,2021-01,3
3026,LZ27,2020-10,3
3027,"Maiyarap, MILLI",2020-12,3
3028,BANDIDO,2021-07,3
3029,Billie Eilish,2020-07,3
3030,"Nik Tendo, Koky",2020-09,3
3031,"CA$HANOVA BULHAR, Nik Tendo",2020-11,3
3032,Gilli,2020-09,3
3033,"Bedoes, Lanek, Blu",2020-11,3
3034,Ultimo,2020-09,3
3035,"Krisko, Galena",2020-07,3
3036,Tilly Birds,2020-07,3
3037,Wegz,2020-07,3
3038,Cardi B,2021-02,3
3039,Zola,2020-11,3
3040,The Toys,2021-03,3
3041,"MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima",2020-11,3
3042,10AGE,2021-04,3
3043,Hamza Namira,2021-02,3
3044,"Dj Guuga, DJ Ivis",2021-05,3
3045,Friðrik Dór,2021-01,3
3046,ElGrandeToto,2021-04,3
3047,"YB026, Nuteh Jonez",2021-04,3
3048,"Boro Purvi, Jluch",2020-12,3
3049,Bobby Helms,2020-12,3
3050,"BEGE, emir taha",2021-01,3
3051,IU,2021-01,3
3052,Crowd Lu,2021-04,3
3053,"Soa Mattrix, Soulful G, Shaun 101",2020-12,3
3054,Jamule,2021-05,3
3055,Daði Freyr,2021-03,3
3056,Wham!,2020-11,3
3057,"Rack, Oge",2021-05,3
3058,Haloo Helsinki!,2021-02,3
3059,Doja Cat,2021-06,3
3060,Tagne,2021-06,3
3061,ABBA,2020-12,3
3062,"Guè Pequeno, Dj Harsh",2021-04,3
3063,Dermot Kennedy,2020-11,3
3064,"Ufo361, RIN",2021-03,3
3065,Luciano,2021-06,3
3066,sangiovanni,2021-04,3
3067,MC Kevin o Chris,2021-05,3
3068,Tayc,2021-02,3
3069,"Mad Clip, Eleni Foureira, Skive",2021-05,3
3070,Go_A,2021-05,3
3071,Light,2021-04,3
3072,UZI,2021-03,3
3073,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",2017-10,3
3074,Cro,2021-04,3
3075,Wren Evans,2021-06,3
3076,7liwa,2021-06,3
3077,"Lost Frequencies, Netsky",2017-09,3
3078,"Daddy Yankee, Bad Bunny",2017-11,3
3079,SLAVA MARLOW,2021-06,3
3080,Mari Fernandez,2021-06,3
3081,Dua Lipa,2017-11,3
3082,OBOY,2021-11,3
3083,Post Malone,2021-11,3
3084,Famke Louise,2017-11,3
3085,BTS,2021-10,3
3086,"Singapūras Satīns, Samanta Tina",2021-10,3
3087,Luis Fonsi,2017-11,3
3088,Nik Tendo,2021-08,3
3089,LeeHi,2021-10,3
3090,Mart Hoogkamer,2021-09,3
3091,Gleb,2021-11,3
3092,"Peter Pann, Separ, Kali",2021-08,3
3093,"Immune, Chico Beatz",2021-11,3
3094,Apache 207,2021-10,3
3095,Pil C,2017-11,3
3096,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11,3
3097,Ziak,2021-11,3
3098,Yzomandias,2017-10,3
3099,Salmo,2017-12,3
3100,Coez,2017-09,3
3101,"Birnir, Herra Hnetusmjör",2017-12,3
3102,Yasser Abd El Wahab,2021-09,3
3103,Sam Kim,2021-08,3
3104,Moira Dela Torre,2017-12,3
3105,"Trei Degete, Squeezie, Myd, KronoMuzik",2021-11,3
3106,"Immune, Chico Beatz",2021-10,3
3107,Laddi,2021-11,3
3108,Pashanim,2021-10,3
3109,"Edan 呂爵安, Feng Ze",2021-11,3
3110,"ByeAlex és a Slepp, Manuel",2021-11,3
3111,Nitro,2018-01,3
3112,Dirty Harry,2021-10,3
3113,"CKay, ElGrandeToto",2021-08,3
3114,A-Mei Chang,2018-01,3
3115,Maria Mena,2017-12,3
3116,MG,2021-10,3
3117,Dua Lipa,2017-12,3
3118,Inkonnu,2021-10,3
3119,Feid,2021-10,3
3120,The Pogues,2017-12,3
3121,"Busta 929, Boohle",2021-10,3
3122,JVG,2017-12,3
3123,cakal,2021-10,3
3124,"Aitana, Ana Guerra",2018-01,3
3125,Antti Tuisku,2018-02,2
3126,Yasin,2020-06,2
3127,"J Balvin, Pharrell Williams, BIA, Sky",2017-01,2
3128,"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",2017-01,2
3129,Boef,2020-06,2
3130,The Chainsmokers,2018-03,2
3131,"Birgir Hákon, M Can, Tommy",2020-05,2
3132,Burak King,2018-02,2
3133,Uudo Sepp,2018-06,2
3134,Sivas,2018-04,2
3135,Antti Tuisku,2017-02,2
3136,Elastinen,2018-04,2
3137,"Bad Bunny, Zion & Lennox",2020-05,2
3138,"Bich Phuong, traitimtrongvang",2020-06,2
3139,Childish Gambino,2018-06,2
3140,Lion Rose,2018-03,2
3141,Calin,2018-05,2
3142,Attan,2017-02,2
3143,Anne-Marie,2018-05,2
3144,Luciano,2018-10,2
3145,Ellinoora,2018-09,2
3146,Ninho,2018-03,2
3147,"Baddiel, Skinner & Lightning Seeds",2018-07,2
3148,J. Cole,2020-06,2
3149,"Rvssian, Sfera Ebbasta",2018-08,2
3150,Zé Neto & Cristiano,2018-03,2
3151,"Sebastian Yatra, Mau y Ricky",2018-10,2
3152,Mads Hansen,2018-05,2
3153,Prāta Vētra,2018-04,2
3154,"Capital Bra, King Khalil",2018-06,2
3155,"Becky G, Natti Natasha",2018-05,2
3156,Irama,2018-09,2
3157,ONEMANSHOW Foundation,2018-10,2
3158,Samir & Viktor,2018-07,2
3159,LUDMILLA,2018-08,2
3160,Gloria Gaynor,2018-07,2
3161,Anuar & Ellina,2020-05,2
3162,Big Loso,2020-05,2
3163,Melim,2018-08,2
3164,George Ezra,2018-06,2
3165,Anne-Marie,2018-09,2
3166,Ego,2020-06,2
3167,DJ-MK,2020-06,2
3168,Benjamin,2018-12,2
3169,"Alan Walker, Au/Ra, Tomine Harket",2018-07,2
3170,DJ Snake,2019-01,2
3171,Omer Adam,2018-11,2
3172,ICEKIID,2020-06,2
3173,Hov1,2018-07,2
3174,Afroto,2020-06,2
3175,Erin,2020-05,2
3176,6ix9ine,2018-07,2
3177,"Dave, Fredo",2018-11,2
3178,Arttu Wiskari,2020-05,2
3179,DA PUMP,2018-07,2
3180,معاذ الحربي,2020-05,2
3181,Dean Lewis,2018-10,2
3182,"Bedoes, Kubi Producent, Rafonix",2018-12,2
3183,Bad Bunny,2018-06,2
3184,"Feid, J Balvin, Justin Quiles",2020-06,2
3185,EXO,2018-11,2
3186,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2020-05,2
3187,Reynmen,2019-02,2
3188,"Mau y Ricky, Manuel Turizo, Camilo",2019-01,2
3189,Lil Kleine,2019-04,2
3190,Omer Adam,2019-05,2
3191,Ava Max,2018-09,2
3192,Victor Crone,2019-02,2
3193,Myke Towers,2019-05,2
3194,"Vio, Ezhel",2020-05,2
3195,"Frenna, Mula B",2019-02,2
3196,"Rauw Alejandro, Dalex, Lenny Tavárez",2020-05,2
3197,Aventura,2019-04,2
3198,"Justin Quiles, Sech, Jowell & Randy",2018-12,2
3199,Anitta,2018-11,2
3200,JENNIE,2019-02,2
3201,"Sech, Farruko, Zion & Lennox",2019-03,2
3202,Dark Polo Gang,2019-02,2
3203,"Herra Hnetusmjör, Ingi Bauer",2018-10,2
3204,The Chainsmokers,2018-10,2
3205,Madd,2020-05,2
3206,"XXXTENTACION, Lil Pump",2018-12,2
3207,Boef,2018-11,2
3208,"Frenna, Mula B",2019-01,2
3209,The Toys,2018-10,2
3210,Avicii,2019-06,2
3211,Duncan Laurence,2019-06,2
3212,Omer Adam,2019-04,2
3213,Halsey,2019-05,2
3214,"Avicii, Agnes, Vargas & Lagola",2019-05,2
3215,Steve Aoki,2018-10,2
3216,Billie Eilish,2018-10,2
3217,"Lunay, Daddy Yankee, Bad Bunny",2019-06,2
3218,"Dalyb, Ego",2018-11,2
3219,Booba,2019-05,2
3220,KEiiNO,2019-05,2
3221,"6ix9ine, Lil Baby",2018-11,2
3222,"Azet, Zuna",2018-11,2
3223,"BTS, Zara Larsson",2019-06,2
3224,Billie Eilish,2019-07,2
3225,"J Balvin, Bad Bunny",2019-08,2
3226,KESI,2019-03,2
3227,"nublu, gameboy tetris",2019-10,2
3228,Ariana Grande,2019-10,2
3229,"MACHETE, Salmo, Lazza",2019-07,2
3230,"SNIK, Noizy",2018-12,2
3231,Bobby Helms,2018-12,2
3232,"MC L da Vinte, MC Gury",2018-11,2
3233,"Frenna, Jonna Fraser, Emms, Idaly",2018-11,2
3234,Michael Bublé,2018-12,2
3235,Dermot Kennedy,2019-06,2
3236,MellemFingaMuzik,2018-11,2
3237,"Calin, Ben Cristovao",2018-11,2
3238,"6ix9ine, Tory Lanez",2018-11,2
3239,Meek Mill,2018-12,2
3240,"B Praak, Akshay Kumar & Nupur Sanon",2019-12,2
3241,Mabel,2019-03,2
3242,"Saad Lamjarred, Mohamed Ramadan",2019-07,2
3243,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",2019-10,2
3244,"December Avenue, Moira Dela Torre",2018-12,2
3245,"Shiva, tha Supreme",2020-02,2
3246,tha Supreme,2020-02,2
3247,Tuan Alto Sax,2019-08,2
3248,Residente,2020-03,2
3249,"MC Du Black, DJ 2F",2019-09,2
3250,Eden Alene,2020-03,2
3251,"TINI, Sebastian Yatra",2019-10,2
3252,Billie Eilish,2019-08,2
3253,Tones And I,2020-04,2
3254,Gusttavo Lima,2019-03,2
3255,BEGE,2020-04,2
3256,RAF Camora,2019-08,2
3257,Matthaios,2020-02,2
3258,"Deliric, Silent Strike, EM",2019-09,2
3259,Wet Bed Gang,2019-08,2
3260,"Moov'art, MC JAY",2019-12,2
3261,"Capital Bra, Samra",2020-03,2
3262,"JóiPé, Króli",2020-01,2
3263,Púr Múdd,2020-03,2
3264,Light,2019-07,2
3265,The Mamas,2020-03,2
3266,Herra Hnetusmjör,2019-11,2
3267,NCT 127,2020-03,2
3268,Shiva,2019-11,2
3269,"Ufo361, Future",2020-01,2
3270,Trevor Daniel,2019-11,2
3271,Ufo361,2020-03,2
3272,Kygo,2017-04,2
3273,BEHM,2020-03,2
3274,Sagopa Kajmer,2019-11,2
3275,Pyhimys,2019-10,2
3276,"Light, Billy Sio, ATC Nico",2020-03,2
3277,"Samra, Capital Bra",2020-04,2
3278,Fie Laursen,2019-12,2
3279,TIX,2019-12,2
3280,Travis Scott,2019-12,2
3281,Louis Tomlinson,2017-08,2
3282,Robin Bengtsson,2017-03,2
3283,L.A.B.,2020-02,2
3284,"Joker Bra, VIZE",2020-01,2
3285,"Liak, Myriiio",2020-04,2
3286,"JACKBOYS, Travis Scott",2019-12,2
3287,Antti Tuisku,2017-06,2
3288,Magnus Haven,2020-01,2
3289,Ninho,2020-02,2
3290,Residente,2020-02,2
3291,Eden Hason,2020-02,2
3292,Herra Hnetusmjör,2020-02,2
3293,"BENEE, Gus Dapperton",2020-03,2
3294,"Ian Erix, David Guetta",2017-08,2
3295,Manuel Turizo,2017-05,2
3296,"NAV, Gunna",2020-03,2
3297,"Martin Garrix, Troye Sivan",2017-07,2
3298,"Lil Kleine, Boef",2017-05,2
3299,Arttu Lindeman,2017-03,2
3300,"Robin Schulz, James Blunt",2017-07,2
3301,"Calvin Harris, Funk Wav",2017-07,2
3302,Aron Can,2017-07,2
3303,Herra Hnetusmjör,2020-08,2
3304,Kriminell,2020-09,2
3305,Billie Eilish,2020-08,2
3306,"Feid, Justin Quiles",2020-07,2
3307,Niack,2020-10,2
3308,"Pritam, Arijit Singh",2020-08,2
3309,"Miksu / Macloud, Summer Cem, Luciano, Jamule",2020-07,2
3310,Bilal Wahib,2020-07,2
3311,Gulddreng,2021-07,2
3312,"Jhay Cortez, Bad Bunny",2020-07,2
3313,"Topic, A7S",2020-09,2
3314,"Bad Bunny, Jowell & Randy, Ñengo Flow",2020-07,2
3315,Juice WRLD,2020-08,2
3316,"Noa Kirel, שחר סאול",2020-08,2
3317,Big Baby Tape,2020-09,2
3318,"Lijpe, Frenna",2021-01,2
3319,LZ27,2020-12,2
3320,Yzomandias,2020-12,2
3321,"21 Savage, Metro Boomin",2020-10,2
3322,BLACKPINK,2020-11,2
3323,"GIMS, Mohamed Ramadan",2020-10,2
3324,cakal,2021-07,2
3325,"Baddiel, Skinner & Lightning Seeds",2021-07,2
3326,"Lvbel C5, Batuflex",2021-07,2
3327,Joel Corry,2020-11,2
3328,Gazzelle,2020-11,2
3329,RAP VIỆT,2020-11,2
3330,"Damso, Hamza",2020-09,2
3331,Birnir,2021-01,2
3332,"Inkonnu, Smallx",2021-01,2
3333,Aya Nakamura,2020-11,2
3334,"Snor, Tagne, Stormy",2020-09,2
3335,AlbertNbn,2020-12,2
3336,J. Cole,2020-07,2
3337,Diljit Dosanjh,2020-07,2
3338,"Josylvio, Sevn Alias, Kevin",2020-12,2
3339,"Furytto, OG Version, Chainsaw Luke",2020-11,2
3340,"SNIK, Light, Mad Clip",2020-07,2
3341,"El Sawareekh, Zoka, Shehta Karika",2020-10,2
3342,"AlbertNbn, Jxmmi Music Group",2020-12,2
3343,"NKSN, M.O.030, Manith Bertz",2020-08,2
3344,PHARAOH,2021-03,2
3345,Måneskin,2021-03,2
3346,Polo G,2021-05,2
3347,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2021-01,2
3348,"Dinos, Nekfeu",2020-11,2
3349,Inkonnu,2020-10,2
3350,"Snelle, Maan",2021-03,2
3351,Abdullah Al Farwan,2021-05,2
3352,"BEGE, emir taha",2021-02,2
3353,Branco,2020-10,2
3354,Fyr Og Flamme,2021-03,2
3355,MACE,2021-03,2
3356,"Riton, Nightcrawlers",2021-04,2
3357,Hov1,2020-09,2
3358,Ezhel,2021-04,2
3359,TIX,2020-12,2
3360,MORGENSHTERN,2020-07,2
3361,Nik Tendo,2021-07,2
3362,"Stormy, Tagne, ElGrandeToto",2021-07,2
3363,Anuar & Ellina,2021-05,2
3364,"El Joker, Haram",2021-07,2
3365,"Teto, Matuê",2021-03,2
3366,Elaine,2021-05,2
3367,"Jamule, Capital Bra",2021-02,2
3368,ISSAM,2021-05,2
3369,"Anys, Dizzy DROS",2021-03,2
3370,"Fy, Mad Clip, Thug Slime",2021-02,2
3371,dhruv,2021-07,2
3372,Fy,2021-03,2
3373,Quebonafide,2020-12,2
3374,Noa Kirel,2021-03,2
3375,Tuğçe Kandemir,2021-03,2
3376,"Black Eyed Peas, Shakira",2021-02,2
3377,"Miriam Bryant, Victor Leksell",2021-04,2
3378,Gjon's Tears,2021-05,2
3379,SIX60,2021-02,2
3380,"187 Strassenbande, Bonez MC, Maxwell, LX, Sa4",2021-05,2
3381,"187 Strassenbande, Gzuz",2021-02,2
3382,Smallx,2021-02,2
3383,Jón Jónsson,2021-02,2
3384,"Snelle, Maan",2021-02,2
3385,"Riton, Nightcrawlers",2021-06,2
3386,"Dj Guuga, DJ Ivis",2021-06,2
